id,title,creator,date,location,image,source,subject
Q111508856,Mme Thénard dans le rôle d'Hermione,Adèle Romany,1800,Bibliothèque-musée de la Comédie-Française,,https://www.wikidata.org/wiki/Q111508856,Madame Thénard
Q112124091,,Maurice-Quentin de La Tour,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Maurice%2520Quentin%2520de%2520La%2520Tour%2520-%2520Portrait%2520de%2520la%2520Mar%25C3%25A9chale%2520de%2520Belle-Isle.png,https://www.wikidata.org/wiki/Q112124091,Marie Casimire de Béthune
Q112635524,,François de Troy,1800,fondation culturelle Ema Gordon Klabin,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520de%2520Troy%2520or%2520after%2520-%2520Portrait%2520of%2520Catherine%2520de%2520La%2520Boissi%25C3%25A8re%2520%2522Retrato%2520de%2520dama%2520como%2520Santa%2520Cec%25C3%25ADlia%2522.jpg,https://www.wikidata.org/wiki/Q112635524,Catherine de La Boissière
Q126485252,"Mme Alexandre Brongniart, née Cécile Coquebert de Montbret",Jeanne-Élisabeth Chaudet,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Mme%2520Alexandre%2520Brongniart%252C%2520n%25C3%25A9e%2520C%25C3%25A9cile%2520Coquebert%2520de%2520Montbret%252C%2520peint%2520par%2520Mme%2520Chaudet.jpg,https://www.wikidata.org/wiki/Q126485252,Cécile Coquebert de Montbret
Q113951655,Portrait de Marie-Anne Fragonard,Louis-Léopold Boilly,1800,Palais Madame - Musée d'art ancien,,https://www.wikidata.org/wiki/Q113951655,Marie-Anne Fragonard
Q113951655,Portrait de Marie-Anne Fragonard,Marguerite Gérard,1800,Palais Madame - Musée d'art ancien,,https://www.wikidata.org/wiki/Q113951655,Marie-Anne Fragonard
Q29842206,Minerve éclairant les génies des arts et des sciences,Pierre-Paul Prud'hon,1800,salle 936,https://commons.wikimedia.org/wiki/Special:FilePath/Minerve%2520%25C3%25A9clairant%2520les%2520g%25C3%25A9nies%2520des%2520Arts%2520et%2520des%2520Sciences%2520-%2520Pierre-Paul%2520Prud%2527hon%2520-%2520Mus%25C3%25A9e%2520du%2520Louvre%2520Peintures%2520RF%2520208.jpg,https://www.wikidata.org/wiki/Q29842206,Minerve
Q29644795,L'Union des arts et du commerce,Pierre-Paul Prud'hon,1800,réserves du musée du Louvre,,https://www.wikidata.org/wiki/Q29644795,Minerve
Q117745912,"Télémaque, pressé par Mentor, quitte l’île de Calypso",Charles Meynier,1800,Royaume-Uni,https://commons.wikimedia.org/wiki/Special:FilePath/MEYNIER%2520-%2520Telemachus%252C%2520Urged%2520by%2520Mentor%252C%2520Leaving%2520the%2520Island%2520of%2520Calypso.jpg,https://www.wikidata.org/wiki/Q117745912,Calypso
Q131918658,"Portrait présumé de Madame Larsonnier, née Edmée Gabiou, soeur de Rosalie Ferry, en petite fille avec un vase de fleurs étrusque",Marie-Élisabeth Gabiou,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Madame%2520Larsonnier%252C%2520n%25C3%25A9e%2520Edm%25C3%25A9e%2520Gabiou%252C%2520as%2520a%2520little%2520girl%2520with%2520an%2520Etruscan%2520vase%2520-attributed%2520to%2520Marie-Elisabeth%2520Lemoine.jpg,https://www.wikidata.org/wiki/Q131918658,Edmée Gabiou
Q78833079,Portrait de Madame de Lucqui avec sa fille,Marie-Victoire Lemoine,1800,musée d'Art contemporain de Rolandseck,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2520of%2520Madame%2520de%2520Lucqui%2520with%2520her%2520daughter.jpg,https://www.wikidata.org/wiki/Q78833079,Anne Aglaé Deluchi
Q117309105,Portrait de Caroline Scitivaux,François-Xavier Fabre,1800,musée Fabre,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois-Xavier%2520FABRE%2520-%2520Portrait%2520de%2520Caroline%2520Scitivaux%2520%25281800-1882%2529.jpg,https://www.wikidata.org/wiki/Q117309105,Caroline Scitivaux
Q99693733,Portrait d'Amélie-Justine et de Charles-Edouard Pontois,Adèle Romany,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Amelie-Justine%2520and%2520Charles-Edouard%2520Pontois%252C%2520by%2520Adele%2520Romany%25202.jpg,https://www.wikidata.org/wiki/Q99693733,Amélie-Justine Pontois
Q1923320,Portrait présumé de Madeleine,Marie-Guillemine Benoist,1800,salle 935,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2520d%2527une%2520femme%2520noire%2520-%2520Marie-Guillemine%2520Benoist%2520Mus%25C3%25A9e%2520du%2520Louvre%2520Peintures%2520INV%25202508.jpg,https://www.wikidata.org/wiki/Q1923320,Madeleine
Q60022095,,Gaspard Dughet,1800,musée du Prado,https://commons.wikimedia.org/wiki/Special:FilePath/Carlo%2520Maratti%2520y%2520Gaspard%2520Dughet%2520-%2520Magdalena%2520penitente%2520-%2520P000552%2520-%2520Museo%2520del%2520Prado.jpg,https://www.wikidata.org/wiki/Q60022095,Marie de Magdala
Q29842194,Le Christ sur la croix. La Madeleine et la Vierge sont à ses pieds,Pierre-Paul Prud'hon,1800,réserves du musée du Louvre,,https://www.wikidata.org/wiki/Q29842194,Marie de Magdala
Q97330785,Psyché abandonnée par l'Amour,Nicolas Bertin,1800,musée des Beaux-Arts de Carcassonne,https://commons.wikimedia.org/wiki/Special:FilePath/Beaux-Arts%2520de%2520Carcassonne%2520-%2520Psych%25C3%25A9%2520abandonn%25C3%25A9e%2520par%2520l%2527Amour%2520-%2520Nicolas%2520Bertin%2520Joconde04400000590.jpg,https://www.wikidata.org/wiki/Q97330785,Psyché
Q15730739,L'Enlèvement de Psyché,Pierre-Paul Prud'hon,1800,salle 702,https://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Paul%2520Prud%2527hon%2520003.jpg,https://www.wikidata.org/wiki/Q15730739,Psyché
Q97330742,La toilette de Diane,Charles-Joseph Natoire,1800,musée des Beaux-Arts de Carcassonne,,https://www.wikidata.org/wiki/Q97330742,Diane
Q107155392,Diane et ses nymphes surprises au bain par Actéon,Antoine Rivalz,1800,musée d'art et d'histoire de Narbonne,https://commons.wikimedia.org/wiki/Special:FilePath/Antoine%2520Rivalz%2520-%2520Diane%2520et%2520ses%2520nymphes%252002.jpg,https://www.wikidata.org/wiki/Q107155392,Diane
Q29119115,portrait de Marie-Josephe de Saxe,Jean-Marc Nattier,1800,musée des Beaux-Arts d'Agen,https://commons.wikimedia.org/wiki/Special:FilePath/%2528Agen%2529%2520Portrait%2520de%2520Marie-Jos%25C3%25A8phe%2520de%2520Saxe%252C%2520dauphine%2520de%2520France%2520-%2520Jean-Marc%2520Nattier%2520-%2520Mus%25C3%25A9e%2520des%2520Beaux-Arts%2520d%2527Agen.jpg,https://www.wikidata.org/wiki/Q29119115,Marie-Josèphe de Saxe
Q131422702,Autoportrait à l'âge de 45 ans,Marie-Geneviève Lemoine,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Marie-Genevi%25C3%25A8ve%2520Lemoine%2520-%2520Autoportrait%2520a%2520l%2527age%2520de%252045%2520ans.jpg,https://www.wikidata.org/wiki/Q131422702,Marie-Geneviève Lemoine
Q78833079,Portrait de Madame de Lucqui avec sa fille,Marie-Victoire Lemoine,1800,musée d'Art contemporain de Rolandseck,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2520of%2520Madame%2520de%2520Lucqui%2520with%2520her%2520daughter.jpg,https://www.wikidata.org/wiki/Q78833079,Marie-Geneviève Lemoine
Q18601033,,François Boucher,1800,Nationalmuseum,https://commons.wikimedia.org/wiki/Special:FilePath/Dana%25C3%25AB%2520and%2520the%2520Shower%2520of%2520Gold.%2520Study%2520%2528Fran%25C3%25A7ois%2520Boucher%2529%2520-%2520Nationalmuseum%2520-%252022811.tif,https://www.wikidata.org/wiki/Q18601033,Danaé
Q45275387,Sainte-Catherine,Jean-Jacques Sorg,1800,église Saint-Étienne de Rosheim,https://commons.wikimedia.org/wiki/Special:FilePath/Rosheim%2520StEtienne33a.JPG,https://www.wikidata.org/wiki/Q45275387,Catherine d'Alexandrie
Q117487015,La Mort de Lucrèce (esquisse),Jean-Baptiste Frédéric Desmarais,1800,musée Fabre,,https://www.wikidata.org/wiki/Q117487015,Lucrèce
Q65183613,Portrait (inachevé) de l'impératrice Joséphine,Pierre-Paul Prud'hon,1800,musée national de Malmaison et Bois-Préau,https://commons.wikimedia.org/wiki/Special:FilePath/Josephine%2520par%2520Prud%2527hon%252C%2520malmaison.jpg,https://www.wikidata.org/wiki/Q65183613,Joséphine de Beauharnais
Q119860227,,Élisabeth Vigée Le Brun,1800,musée national de Cardiff,https://commons.wikimedia.org/wiki/Special:FilePath/%25C3%2589lisabeth%2520Louise%2520Vig%25C3%25A9e%2520Le%2520Brun%2520%25281755-1842%2529%2520%2528after%2529%2520-%2520Self%2520Portrait%2520-%2520NMW%2520A%25205098%2520-%2520National%2520Museum%2520Cardiff.jpg,https://www.wikidata.org/wiki/Q119860227,Élisabeth Vigée Le Brun
Q23037752,Autoportrait,Élisabeth Vigée Le Brun,1800,musée de l'Ermitage,https://commons.wikimedia.org/wiki/Special:FilePath/Vig%25C3%25A9e-Lebrun%25201800.jpg,https://www.wikidata.org/wiki/Q23037752,Élisabeth Vigée Le Brun
Q2619037,Madame Récamier,Jacques-Louis David,1800,salle 702,https://commons.wikimedia.org/wiki/Special:FilePath/Madame%2520R%25C3%25A9camier%252C%2520n%25C3%25A9e%2520Julie%2520%2528dite%2520Juliette%2529%2520Bernard%2520-%2520Jacques-Louis%2520David%2520-%2520Mus%25C3%25A9e%2520duLouvre%2520Peintures%2520INV%25203708.jpg,https://www.wikidata.org/wiki/Q2619037,Juliette Récamier
Q23008943,Portrait de Juliette Récamier (1777-1849),Eulalie Morin,1800,château de Versailles,https://commons.wikimedia.org/wiki/Special:FilePath/Juliette%2520R%25C3%25A9camier%2520%25281777-1849%2529%2520A.jpg,https://www.wikidata.org/wiki/Q23008943,Juliette Récamier
Q95582244,,François de Troy,1800,Galerie nationale d'art de Lviv,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520de%2520Troy%2520-%2520So-called%2520portrait%2520of%2520Teresa%2520Kunegunda%2520Sobieska%2520-%2520Lviv%2520National%2520Art%2520Gallery.jpg,https://www.wikidata.org/wiki/Q95582244,Louise-Élisabeth d'Orléans
Q106662158,Samson et Dalila,Antoine Pesne,1800,musée des Beaux-Arts de Carcassonne,https://commons.wikimedia.org/wiki/Special:FilePath/Beaux-Arts%2520de%2520Carcassonne%2520-%2520Samson%2520et%2520Dalila%2520-%2520Antoine%2520Pesne%2520D.890.6.47%252096x130.jpg,https://www.wikidata.org/wiki/Q106662158,Dalila
Q115181773,Portrait présumé de la princesse de Lamballe,Joseph Boze,1800,Réserve des miniatures,https://commons.wikimedia.org/wiki/Special:FilePath/Boze%2520-%2520The%2520Princess%2520of%2520Lamballe.jpg,https://www.wikidata.org/wiki/Q115181773,Marie-Thérèse-Louise de Savoie-Carignan
Q134615068,,Pierre Gobert,1800,Palais des ducs de Lorraine – Musée lorrain,https://commons.wikimedia.org/wiki/Special:FilePath/%25C3%2589lisabeth%2520Charlotte%2520d%2527Orl%25C3%25A9ans%2520and%2520her%2520son%2520Louis%2520de%2520Lorraine%252C%2520Pierre%2520Gobert.jpg,https://www.wikidata.org/wiki/Q134615068,Élisabeth-Charlotte d'Orléans
Q131835963,,François Adrien Grasognon Latinville,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Queen%2520Louisa%2520Ulrika%2520of%2520Sweden.jpg,https://www.wikidata.org/wiki/Q131835963,Louise-Ulrique de Prusse
Q133806057,,Domenico Duprà,1800,,https://commons.wikimedia.org/wiki/Special:FilePath/Attributed%2520to%2520Giorgio%2520Domenico%2520Dupra%2520-%2520Portrait%2520of%2520a%2520lady%252C%2520half%2520length%252C%2520holding%2520a%2520cloth%2520with%2520flowers.jpg,https://www.wikidata.org/wiki/Q133806057,
Q97592244,Projet pour un triptyque,Ary Scheffer,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Scheffer%252C%2520Ary%2520-%2520Projet%2520pour%2520un%2520triptyque%2520-%252093.2%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97592244,Marie
Q113939116,La confidence,Marguerite Gérard,1801,musée des Beaux-Arts de Bordeaux,https://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%2520G%25C3%25A9rard%2520-%2520Confidence%2520-%2520MBA%2520Bordeaux.jpg,https://www.wikidata.org/wiki/Q113939116,Thérésa Tallien
Q123310052,La Danse,Charles Meynier,1801,musée Magnin,https://commons.wikimedia.org/wiki/Special:FilePath/Charles%2520Meynier%2520-%2520La%2520Danse%2520%2528Terpsichore%2529.jpg,https://www.wikidata.org/wiki/Q123310052,Terpsichore
Q23047586,Autoportrait,Henriette Lorimier,1801,,https://commons.wikimedia.org/wiki/Special:FilePath/Henriette%2520Lorimier%2520-%2520Self-portrait%252C%25201801.jpg,https://www.wikidata.org/wiki/Q23047586,Henriette Lorimier
Q97614019,Portrait de Julie Duvidal de Montferrier,François Gérard,1801,maison de Victor Hugo,https://commons.wikimedia.org/wiki/Special:FilePath/G%25C3%25A9rard%252C%2520Fran%25C3%25A7ois%2520-%2520Portrait%2520de%2520Julie%2520Duvidal%2520de%2520Montferrier%2520-%2520264%2520-%2520Maison%2520de%2520Victor%2520Hugo.jpg,https://www.wikidata.org/wiki/Q97614019,Julie Duvidal de Montferrier
Q97590515,Pauline Viardot,Maurice Sand,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Sand%252C%2520Maurice%2520%2528Maurice%2520Dudevand%2520-%2520Pauline%2520Viardot%2520-%2520D%252089.15%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97590515,Pauline Viardot
Q97579182,Portrait de Sarah Bernhardt,Madeleine Cartailhac,1801,musée de la Vie romantique,,https://www.wikidata.org/wiki/Q97579182,Sarah Bernhardt
Q126733233,Rachel,Juliette Lévis,1801,Bibliothèque-musée de la Comédie-Française,,https://www.wikidata.org/wiki/Q126733233,Rachel Félix
Q97579163,Cornélie Scheffer enfant,Ary Scheffer,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Scheffer%252C%2520Ary%2520-%2520Corn%25C3%25A9lie%2520Scheffer%2520enfant%2520-%2520CSR%2520P%252021%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97579163,Cornélie Renan-Scheffer
Q97590521,Portrait présumé de Mademoiselle Mars,Ary Scheffer,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Scheffer%252C%2520Ary%2520-%2520Portrait%2520pr%25C3%25A9sum%25C3%25A9%2520de%2520Melle%2520Mars%2520-%252087.4%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97590521,Mademoiselle Mars
Q46937756,,Jean-Baptiste Jacques Augustin,1801,Musée d'Art de Cincinnati,,https://www.wikidata.org/wiki/Q46937756,Pauline Augustin
Q104373740,"Portrait de Mademoiselle Duchesnois (1777-1835), sociétaire de la Comédie-Française, dans le rôle de Didon",François Gérard,1801,musée Carnavalet,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520G%25C3%25A9rard%2520-%2520Portrait%2520de%2520Mademoiselle%2520Duchesnois%2520%25281777-1835%2529%252C%2520soci%25C3%25A9taire%2520de%2520la%2520Com%25C3%25A9die-Fran%25C3%25A7aise%252C%2520dans%2520le%2520r%25C3%25B4le%2520de%2520Didon%2520-%2520P1005%2520-%2520Mus%25C3%25A9e%2520Carnavalet%2520%2528cropped%2529.jpg,https://www.wikidata.org/wiki/Q104373740,Catherine-Joséphine Duchesnois
Q97579175,"Portrait de Sophie Marin, veuve du lieutenant général Baudrand",Ary Scheffer,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Scheffer%252C%2520Ary%2520-%2520Portrait%2520de%2520Sophie%2520Marin%252C%2520veuve%2520du%2520lieutenant%2520g%25C3%25A9n%25C3%25A9ral%2520Baudrand%2520-%252099.6%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97579175,Sophie Marin
Q62285603,Portrait de Louise von Mecklenburg-Streltz (1776-1810),Élisabeth Vigée Le Brun,1801,château de Charlottenbourg,https://commons.wikimedia.org/wiki/Special:FilePath/Louise%252C%2520Queen%2520of%2520Prussia%2520by%2520Vigee-Lebrun%2520%25281801%252C%2520Schloss%2520Charlottenburg%2529.jpg,https://www.wikidata.org/wiki/Q62285603,Louise de Mecklembourg-Strelitz
Q109370258,,Nicolas-André Monsiau,1801,musée des Beaux-Arts Pouchkine,https://commons.wikimedia.org/wiki/Special:FilePath/The%2520Debate%2520Of%2520Socrates%2520And%2520Aspasia.jpg,https://www.wikidata.org/wiki/Q109370258,Aspasie
Q65097440,"Marie-Annunciade-Caroline Bonaparte, reine de Naples et ses enfants",François Gérard,1801,musée de l’Histoire de France,https://commons.wikimedia.org/wiki/Special:FilePath/Carolinemuratandchildren.jpg,https://www.wikidata.org/wiki/Q65097440,Caroline Bonaparte
Q107065093,Autoportrait,Constance Mayer,1801,bibliothèque Marmottan,https://commons.wikimedia.org/wiki/Special:FilePath/Constance%2520Mayer%252C%2520Self-Portrait.%2520Oil%2520on%2520canvas.%2520Biblioth%25C3%25A8que%2520Marmottan.jpg,https://www.wikidata.org/wiki/Q107065093,Constance Mayer
Q23047592,Autoportrait de l'artiste avec son père,Constance Mayer,1801,Wadsworth Atheneum,https://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%2520of%2520Constance%2520Mayer%2520with%2520her%2520father.jpg,https://www.wikidata.org/wiki/Q23047592,Constance Mayer
Q18786229,Madame Bonaparte dans son salon,François Gérard,1801,musée national de Malmaison et Bois-Préau,,https://www.wikidata.org/wiki/Q18786229,Joséphine de Beauharnais
Q21727912,Madame Bonaparte dans son salon de Malmaison,François Gérard,1801,musée de l'Ermitage,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2520of%2520Josephine%2520de%2520Beauharnais-Gerard.jpg,https://www.wikidata.org/wiki/Q21727912,Joséphine de Beauharnais
Q20087570,Portrait de Juliette Récamier,François Gérard,1801,musée Carnavalet,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520G%25C3%25A9rard%2520-%2520Portrait%2520de%2520Juliette%2520R%25C3%25A9camier%252C%2520n%25C3%25A9e%2520Bernard%2520%25281777-1849%2529%2520-%2520mus%25C3%25A9e%2520Carnavalet.jpg,https://www.wikidata.org/wiki/Q20087570,Juliette Récamier
Q113939116,La confidence,Marguerite Gérard,1801,musée des Beaux-Arts de Bordeaux,https://commons.wikimedia.org/wiki/Special:FilePath/Marguerite%2520G%25C3%25A9rard%2520-%2520Confidence%2520-%2520MBA%2520Bordeaux.jpg,https://www.wikidata.org/wiki/Q113939116,Juliette Récamier
Q97590525,Saint Augustin et Sainte Monique,Ary Scheffer,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Scheffer%252C%2520Ary%2520-%2520Saint%2520Augustin%2520et%2520Sainte%2520Monique%2520-%252088.45%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97590525,Monique d'Hippone
Q111467268,"Portrait de Zoé-Victoire du Cayla, née Talon",Marie-Guillemine Benoist,1801,,https://commons.wikimedia.org/wiki/Special:FilePath/Zo%25C3%25A9%2520Talon%252C%2520comtesse%2520du%2520Cayla%252C%25201801%252C%2520by%2520Marie-Guillemine%2520Benoist.jpg,https://www.wikidata.org/wiki/Q111467268,Zoé Talon
Q19904863,Portrait de Charlotte du Val d'Ognes,Marie-Denise Villers,1801,Metropolitan Museum of Art,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait%2520of%2520Charlotte%2520du%2520Val%2520d%2527Ognes%252C%2520attributed%2520to%2520Marie-Denise%2520Villers.jpg,https://www.wikidata.org/wiki/Q19904863,
Q97579164,La salle manger de George Sand à Nohant,Charles Frédéric Lauth,1801,musée de la Vie romantique,https://commons.wikimedia.org/wiki/Special:FilePath/Lauth%252C%2520Charles-Fr%25C3%25A9d%25C3%25A9ric%2520-%2520La%2520salle%2520manger%2520de%2520George%2520Sand%2520%25C3%25A0%2520Nohant%2520-%2520D%252098.1%2520-%2520Mus%25C3%25A9e%2520de%2520la%2520Vie%2520romantique.jpg,https://www.wikidata.org/wiki/Q97579164,
Q129031476,Molière lisant Tartuffe chez Ninon de Lenclos,Nicolas-André Monsiau,1802,Bibliothèque-musée de la Comédie-Française,https://commons.wikimedia.org/wiki/Special:FilePath/Monsiau%2520-%2520Moli%25C3%25A8re%2520Reading%2520Tartuffe%2520at%2520Ninon%2520de%2520Lenclos%2527s.jpg,https://www.wikidata.org/wiki/Q129031476,Ninon de Lenclos
Q22981309,Portrait d'Aniela Czartoryska nee Radziwiłł.,Élisabeth Vigée Le Brun,1802,château de Nieborów,https://commons.wikimedia.org/wiki/Special:FilePath/Poland%2520Niebor%25C3%25B3w%2520Palace%2520portrait%2520001.jpg,https://www.wikidata.org/wiki/Q22981309,Aniela Radziwiłł
Q19911992,"Madame Philippe Panon Desbassayns de Richemont et son fils, Eugène",Marie-Guillemine Benoist,1802,Metropolitan Museum of Art,https://commons.wikimedia.org/wiki/Special:FilePath/Madame%2520Philippe%2520Panon%2520Desbassayns%2520de%2520Richemont%2520%2528Jeanne%2520Egl%25C3%25A9%2520Mourgue%252C%25201778%25E2%2580%25931855%2529%2520and%2520Her%2520Son%252C%2520Eug%25C3%25A8ne%2520%25281800%25E2%2580%25931859%2529%2520MET%2520DT1995.jpg,https://www.wikidata.org/wiki/Q19911992,Eglé Mourgue
Q29864681,L'Homme formé par Prométhée et animé par Minerve,Jean Simon Berthélemy,1802,salle 408 - Rotonde de Mars,https://commons.wikimedia.org/wiki/Special:FilePath/Creation%2520of%2520the%2520Man%2520by%2520Prometheus%2520-%2520Louvre.jpg,https://www.wikidata.org/wiki/Q29864681,Minerve
Q29864681,L'Homme formé par Prométhée et animé par Minerve,Jean-Baptiste Mauzaisse,1802,salle 408 - Rotonde de Mars,https://commons.wikimedia.org/wiki/Special:FilePath/Creation%2520of%2520the%2520Man%2520by%2520Prometheus%2520-%2520Louvre.jpg,https://www.wikidata.org/wiki/Q29864681,Minerve
Q115652226,Portrait de Geneviève Aimée Victoire Bertin,François-Xavier Fabre,1802,musée Fabre,https://commons.wikimedia.org/wiki/Special:FilePath/PeinturesMus%25C3%25A9eFabre181%2520Fabre%2520Mme%2520Bertin.jpg,https://www.wikidata.org/wiki/Q115652226,Geneviève-Aimée-Victoire Boutard
Q115652226,Portrait de Geneviève Aimée Victoire Bertin,François-Xavier Fabre,1802,musée Fabre,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois-Xavier%2520Fabre%2520-%2520Portrait%2520de%2520Madam%2520Louis-Fran%25C3%25A7ois%2520Bertin.jpg,https://www.wikidata.org/wiki/Q115652226,Geneviève-Aimée-Victoire Boutard
Q25796290,Portrait d'Helena Radziwiłł née Przeździecka.,Élisabeth Vigée Le Brun,1802,musée national de Varsovie,https://commons.wikimedia.org/wiki/Special:FilePath/Vig%25C3%25A9e-Lebrun%2520Helena%2520Radziwi%25C5%2582%25C5%2582.jpg,https://www.wikidata.org/wiki/Q25796290,Helena Przeździecka
Q25796290,Portrait d'Helena Radziwiłł née Przeździecka.,Élisabeth Vigée Le Brun,1802,musée national de Varsovie,https://commons.wikimedia.org/wiki/Special:FilePath/Marie%2520Elisabeth-Louise%2520Vig%25C3%25A9e-Lebrun%2520-%2520Portrait%2520of%2520a%2520woman%2520in%2520a%2520turban.%2520-%2520M.Ob.1275%2520-%2520National%2520Museum%2520in%2520Warsaw.jpg,https://www.wikidata.org/wiki/Q25796290,Helena Przeździecka
Q113885741,Portrait de la comtesse Tatiana Vassilievna Youssoupova,Jean-Laurent Mosnier,1802,,https://commons.wikimedia.org/wiki/Special:FilePath/Tatyana%2520Yusupova%2520Mosnier.jpg,https://www.wikidata.org/wiki/Q113885741,Tatiana von Engelhardt
Q117474659,Portrait présumé de Marie-Geneviève Lemoine et sa fille Anne Aglaé Deluchi,Marie-Victoire Lemoine,1802,,https://commons.wikimedia.org/wiki/Special:FilePath/Marie%2520Genevi%25C3%25A8ve%2520Lemoine%2520avec%2520sa%2520fille%2520Anne%2520Agla%25C3%25A9%2520Deluchi%25202.jpg,https://www.wikidata.org/wiki/Q117474659,Anne Aglaé Deluchi
Q133458186,"Portrait de madame Goujon, née Ricard en 1745 mère du conventionnel",Adèle Varillat,1802,musée Sainte-Croix,https://commons.wikimedia.org/wiki/Special:FilePath/Madame%2520Varillat%2520-%2520Portrait%2520of%2520Madame%2520Goujon%2520%2528Jeanne%2520Marguerite%2520Nicole%2520Ricard%252C%25201745-1802%2529.jpg,https://www.wikidata.org/wiki/Q133458186,Jeanne Marguerite Nicole Ricard
Q27831918,Diane implorant Jupiter de ne pas l'assujettir aux lois de l'hymen,Pierre-Paul Prud'hon,1802,salle 936,https://commons.wikimedia.org/wiki/Special:FilePath/Diane%2520implorant%2520Jupiter%2520de%2520ne%2520pas%2520l%2527assujettir%2520aux%2520lois%2520de%2520l%2527hymen%2520-%2520Pierre-Paul%2520Prud%2527hon%2520-%2520Mus%25C3%25A9e%2520du%2520Louvre%2520Peintures%2520RF%2520209.jpg,https://www.wikidata.org/wiki/Q27831918,Diane
Q71828602,,François Gérard,1802,,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520G%25C3%25A9rard%2520-%2520Portrait%2520of%2520Madame%2520M%25C3%25A8re%2520-%2520WGA08598.jpg,https://www.wikidata.org/wiki/Q71828602,Maria-Letizia Bonaparte
Q117474659,Portrait présumé de Marie-Geneviève Lemoine et sa fille Anne Aglaé Deluchi,Marie-Victoire Lemoine,1802,,https://commons.wikimedia.org/wiki/Special:FilePath/Marie%2520Genevi%25C3%25A8ve%2520Lemoine%2520avec%2520sa%2520fille%2520Anne%2520Agla%25C3%25A9%2520Deluchi%25202.jpg,https://www.wikidata.org/wiki/Q117474659,Marie-Geneviève Lemoine
Q29855478,Phèdre et Hippolyte,Pierre-Narcisse Guérin,1802,salle 701,https://commons.wikimedia.org/wiki/Special:FilePath/Ph%25C3%25A8dre%2520et%2520Hippolyte%2520par%2520Pierre-Narcisse%2520Gu%25C3%25A9rin%252C%25201802%2520-%2520Mus%25C3%25A9e%2520du%2520Louvre.jpg,https://www.wikidata.org/wiki/Q29855478,Hippolyte
Q60964532,Flore caressée par Zéphyr,François Gérard,1802,musée de Grenoble,https://commons.wikimedia.org/wiki/Special:FilePath/Fran%25C3%25A7ois%2520G%25C3%25A9rard%2520-%2520Flore%2520caress%25C3%25A9e%2520par%2520Z%25C3%25A9phyr.jpg,https://www.wikidata.org/wiki/Q60964532,Flore
Q27831918,Diane implorant Jupiter de ne pas l'assujettir aux lois de l'hymen,Pierre-Paul Prud'hon,1802,salle 936,https://commons.wikimedia.org/wiki/Special:FilePath/Diane%2520implorant%2520Jupiter%2520de%2520ne%2520pas%2520l%2527assujettir%2520aux%2520lois%2520de%2520l%2527hymen%2520-%2520Pierre-Paul%2520Prud%2527hon%2520-%2520Mus%25C3%25A9e%2520du%2520Louvre%2520Peintures%2520RF%2520209.jpg,https://www.wikidata.org/wiki/Q27831918,Niké
